student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,race_ethnicity,lunch,test_preparation_course,reading_score,writing_score
2437,17,male,private,post graduate,1.0,61.9,yes,30-60 min,yes,mixed,30.3,22.2,27.4,28.7,f,group D,standard,completed,55,68
2438,18,female,private,high school,7.8,50.9,yes,30-60 min,yes,notes,85.7,86.6,75.7,74.8,c,group C,standard,completed,55,91
2439,19,other,private,post graduate,0.9,64.3,no,>60 min,no,notes,13.1,20.7,21.0,25.5,f,group C,standard,completed,82,45
2440,14,male,private,diploma,6.0,58.1,yes,>60 min,yes,coaching,78.8,72.0,82.0,72.2,c,group A,standard,none,75,53
2441,16,female,private,high school,7.3,69.1,yes,15-30 min,yes,coaching,73.5,82.0,76.2,78.2,c,group C,free/reduced,none,60,95
2442,14,other,public,graduate,6.1,61.6,no,<15 min,yes,textbook,78.7,66.8,77.6,78.1,c,group B,standard,none,65,56
2443,14,male,public,no formal,1.6,70.2,yes,30-60 min,yes,online videos,62.7,40.5,31.1,40.2,e,group C,standard,none,66,45
2444,15,female,private,phd,2.1,63.5,yes,30-60 min,no,online videos,62.5,65.7,56.9,49.5,e,group B,free/reduced,completed,74,82
2445,17,other,private,no formal,0.8,95.8,yes,15-30 min,yes,notes,31.4,48.7,44.1,48.0,e,group E,free/reduced,none,42,43
2446,19,other,private,high school,1.5,64.6,yes,30-60 min,no,coaching,31.1,32.0,9.8,35.2,f,group D,free/reduced,completed,57,40
2447,18,male,public,high school,1.0,59.4,yes,30-60 min,no,mixed,19.2,34.6,36.5,26.4,f,group E,standard,none,82,65
2448,17,other,private,graduate,0.9,88.1,yes,30-60 min,yes,online videos,46.5,47.9,26.9,39.9,f,group D,standard,none,75,79
2449,18,other,private,post graduate,4.7,90.6,yes,>60 min,yes,coaching,84.8,49.7,60.1,72.8,c,group E,free/reduced,completed,92,94
2450,15,female,public,phd,1.1,78.2,yes,15-30 min,yes,textbook,35.4,44.1,31.1,45.5,e,group C,free/reduced,completed,78,67
2451,19,female,private,diploma,3.7,67.2,yes,30-60 min,yes,group study,50.5,56.6,57.3,52.8,e,group C,standard,none,57,78
2452,19,other,public,high school,5.8,91.7,no,<15 min,no,online videos,77.7,84.9,65.1,76.4,c,group E,free/reduced,completed,59,93
2453,14,other,public,no formal,0.6,83.5,yes,30-60 min,yes,group study,33.9,51.6,42.1,39.9,f,group C,standard,none,54,41
2454,16,other,private,graduate,5.3,69.1,yes,<15 min,yes,group study,69.0,65.2,65.8,67.8,d,group C,free/reduced,completed,81,76
2455,18,other,public,phd,6.2,69.6,yes,30-60 min,yes,group study,82.9,75.4,77.8,75.1,c,group C,free/reduced,none,81,50
2456,16,female,private,no formal,4.5,50.1,yes,<15 min,yes,notes,58.1,46.4,68.0,53.0,e,group E,standard,completed,98,56
2457,19,male,private,phd,4.1,52.9,yes,<15 min,no,coaching,49.0,66.4,66.9,54.2,e,group A,free/reduced,none,92,84
2458,19,male,public,high school,6.0,56.7,yes,<15 min,yes,group study,85.4,48.5,69.4,69.9,d,group C,standard,completed,59,69
2459,16,other,public,phd,4.5,62.4,yes,30-60 min,no,textbook,47.5,55.5,91.5,69.5,d,group A,standard,completed,69,50
2460,14,female,private,no formal,4.3,96.3,yes,15-30 min,no,online videos,47.0,84.3,65.3,68.4,d,group E,standard,none,44,42
2461,16,male,private,phd,6.5,91.1,yes,30-60 min,no,online videos,80.0,84.2,72.7,84.7,c,group A,free/reduced,completed,56,68
2462,15,male,public,high school,6.8,52.0,yes,30-60 min,yes,group study,74.8,67.1,58.0,71.5,c,group A,standard,none,55,67
2463,16,male,private,high school,3.3,50.7,yes,<15 min,no,coaching,44.6,65.3,60.5,55.3,d,group B,free/reduced,none,48,87
2464,17,female,private,high school,3.6,79.3,yes,30-60 min,no,mixed,75.4,34.2,39.0,51.1,e,group A,free/reduced,none,78,86
2465,16,female,private,no formal,6.5,68.8,yes,15-30 min,yes,group study,72.2,72.9,74.6,70.6,c,group D,free/reduced,completed,67,80
2466,15,female,public,post graduate,4.6,90.1,yes,30-60 min,no,group study,79.0,87.8,88.4,80.6,c,group C,standard,completed,72,58
2467,15,other,private,no formal,5.7,98.6,no,15-30 min,yes,mixed,89.5,80.2,81.6,79.5,c,group A,standard,none,99,89
2468,18,female,public,diploma,1.1,74.7,yes,<15 min,yes,online videos,25.2,6.9,41.1,40.7,e,group A,free/reduced,completed,75,87
2469,14,other,public,phd,1.2,58.9,yes,<15 min,yes,coaching,45.6,27.5,32.0,31.3,f,group D,standard,none,89,78
2470,15,other,private,diploma,4.5,94.6,yes,30-60 min,yes,coaching,55.7,57.8,63.5,67.7,d,group A,standard,none,43,54
2471,19,male,private,post graduate,6.6,71.1,yes,<15 min,yes,mixed,75.8,100.0,99.9,88.6,b,group A,free/reduced,completed,76,75
2472,14,male,public,post graduate,2.9,70.9,yes,<15 min,yes,group study,53.0,62.7,57.4,51.8,e,group C,standard,completed,52,49
2473,16,other,public,post graduate,7.7,85.2,yes,>60 min,no,coaching,91.5,94.1,87.4,97.0,a,group A,standard,completed,45,80
2474,15,female,private,phd,6.2,68.5,yes,30-60 min,yes,textbook,74.9,49.2,44.0,67.3,d,group E,free/reduced,completed,52,87
2475,14,other,public,no formal,6.4,61.7,yes,>60 min,yes,textbook,73.4,77.4,93.6,77.4,c,group B,free/reduced,completed,99,59
2476,16,female,public,high school,6.8,87.1,yes,>60 min,no,coaching,90.7,70.0,90.8,81.8,c,group B,free/reduced,none,75,66
2477,17,male,public,high school,2.4,59.3,yes,>60 min,yes,coaching,57.5,56.3,60.8,51.2,e,group C,free/reduced,none,76,92
2478,15,other,public,no formal,3.0,52.0,yes,30-60 min,no,mixed,47.5,47.0,30.9,43.8,e,group D,standard,none,67,57
2479,14,other,private,no formal,1.4,74.9,yes,30-60 min,no,group study,50.7,46.6,40.3,50.5,e,group D,free/reduced,none,53,55
2480,14,female,private,no formal,3.4,51.7,yes,15-30 min,no,textbook,40.9,48.5,51.4,44.9,e,group E,standard,none,49,74
2481,17,female,public,phd,0.8,89.5,yes,30-60 min,no,online videos,39.5,67.2,38.5,41.5,e,group A,free/reduced,none,95,52
2482,19,male,private,phd,6.1,98.9,yes,15-30 min,no,coaching,79.2,62.2,77.1,78.7,c,group E,free/reduced,completed,59,60
2483,15,other,private,graduate,6.5,97.4,no,30-60 min,no,coaching,89.5,69.7,94.3,81.3,c,group A,free/reduced,none,44,45
2484,15,female,private,phd,2.1,57.4,yes,30-60 min,no,coaching,44.8,45.7,44.0,43.2,e,group A,free/reduced,none,53,40
2485,16,other,private,diploma,4.2,96.6,no,15-30 min,no,coaching,56.0,54.0,64.5,62.3,d,group D,free/reduced,completed,60,54
2486,16,male,private,diploma,5.5,55.6,yes,>60 min,no,online videos,82.8,79.2,84.8,75.3,c,group B,free/reduced,none,85,86
2487,15,other,public,phd,6.1,67.7,no,>60 min,no,online videos,80.6,72.3,75.6,85.3,b,group E,free/reduced,completed,72,77
2488,14,other,public,no formal,7.8,54.2,yes,30-60 min,no,online videos,93.4,79.4,81.6,78.8,c,group A,standard,completed,47,87
2489,17,other,public,no formal,2.0,91.1,no,15-30 min,no,online videos,64.0,58.5,78.1,58.7,d,group A,free/reduced,completed,69,73
2490,16,female,public,graduate,2.4,61.2,yes,<15 min,yes,mixed,64.6,57.1,62.3,50.7,e,group C,free/reduced,none,45,78
2491,16,other,private,high school,6.9,83.2,no,30-60 min,yes,online videos,81.0,79.1,77.1,81.1,c,group D,free/reduced,none,85,85
2492,15,female,public,post graduate,1.2,88.1,yes,>60 min,yes,textbook,57.6,61.2,53.1,51.1,e,group B,free/reduced,completed,60,79
2493,19,other,public,graduate,6.4,69.0,yes,30-60 min,yes,textbook,85.7,76.1,78.8,86.1,b,group B,standard,completed,47,95
2494,17,other,private,high school,1.5,89.5,yes,<15 min,yes,notes,39.3,48.5,43.9,45.2,e,group E,standard,completed,97,65
2495,16,other,private,no formal,4.0,66.3,yes,>60 min,no,group study,69.4,44.7,57.1,62.4,d,group E,free/reduced,completed,73,41
2496,15,other,public,no formal,4.9,57.4,yes,15-30 min,no,mixed,51.7,34.8,56.0,57.5,d,group D,free/reduced,none,53,62
2497,18,male,private,diploma,6.3,73.0,yes,<15 min,no,textbook,75.2,67.3,89.8,81.1,c,group B,standard,none,55,77
2498,19,other,public,high school,1.4,85.5,yes,15-30 min,yes,online videos,29.5,67.0,38.6,46.6,e,group B,standard,completed,68,56
2499,14,other,public,no formal,6.7,52.0,yes,30-60 min,yes,online videos,80.2,81.5,78.5,66.8,d,group E,free/reduced,completed,65,47
2500,19,female,private,post graduate,6.9,90.3,no,30-60 min,yes,coaching,96.2,100.0,100.0,99.9,a,group B,standard,none,73,48
2501,18,female,private,phd,6.5,62.8,no,>60 min,yes,textbook,81.8,77.6,70.8,85.9,b,group B,free/reduced,completed,74,53
2502,14,other,public,phd,7.5,84.1,no,>60 min,yes,online videos,94.4,100.0,100.0,100.0,a,group B,standard,none,68,48
2503,18,female,private,no formal,7.0,55.7,yes,<15 min,yes,textbook,75.1,62.8,80.6,79.0,c,group A,free/reduced,none,78,93
2504,14,female,private,high school,6.3,69.5,no,15-30 min,yes,textbook,66.2,53.0,79.9,73.2,c,group A,free/reduced,none,72,70
2505,14,other,private,diploma,4.8,73.3,yes,>60 min,no,notes,61.3,71.1,73.7,72.5,c,group C,standard,completed,70,77
2506,14,other,public,phd,6.6,73.4,no,30-60 min,no,online videos,91.5,84.9,84.5,85.4,b,group C,standard,none,97,81
2507,16,male,public,graduate,7.8,63.7,yes,>60 min,no,group study,89.1,100.0,100.0,95.4,a,group E,standard,none,77,55
2508,17,other,public,diploma,5.3,76.5,yes,30-60 min,no,notes,89.9,73.4,93.6,80.0,c,group D,free/reduced,none,92,55
2509,16,male,public,phd,2.3,63.9,yes,15-30 min,yes,mixed,40.5,33.4,36.5,39.5,f,group D,free/reduced,none,68,57
2510,14,male,public,graduate,2.4,58.3,yes,30-60 min,yes,online videos,23.5,62.1,45.9,44.2,e,group E,standard,none,71,96
2511,15,other,private,phd,6.5,56.7,yes,>60 min,no,coaching,79.5,71.7,79.5,73.5,c,group C,free/reduced,completed,58,64
2512,19,male,public,phd,7.9,94.7,yes,<15 min,no,group study,100.0,94.5,87.4,100.0,a,group D,standard,completed,82,88
2513,19,male,private,phd,2.1,56.5,yes,<15 min,yes,notes,38.4,41.4,45.8,37.6,f,group D,free/reduced,none,40,55
2514,18,male,private,graduate,7.8,69.8,yes,30-60 min,no,textbook,88.4,76.6,66.5,81.6,c,group A,free/reduced,completed,42,93
2515,14,female,public,diploma,2.5,62.6,yes,>60 min,yes,group study,36.6,62.7,53.8,44.8,e,group E,free/reduced,completed,42,85
2516,18,male,public,no formal,3.6,80.8,yes,>60 min,yes,mixed,68.5,59.1,51.7,55.7,d,group A,standard,completed,65,84
2517,18,male,private,post graduate,7.3,67.3,yes,15-30 min,no,group study,71.8,71.9,65.2,75.5,c,group C,free/reduced,completed,89,60
2518,17,female,private,high school,7.7,64.3,yes,<15 min,yes,coaching,100.0,87.4,98.5,95.6,a,group E,standard,none,70,77
2519,14,male,public,no formal,4.8,98.5,yes,15-30 min,no,group study,69.3,61.4,83.1,81.3,c,group C,free/reduced,completed,98,68
2520,19,male,private,post graduate,7.6,99.8,yes,>60 min,yes,mixed,82.7,95.3,74.5,93.1,b,group C,free/reduced,completed,63,73
2521,16,other,public,diploma,6.8,56.6,yes,30-60 min,no,coaching,76.5,66.4,56.3,74.6,c,group B,free/reduced,none,41,57
2522,14,female,public,graduate,7.0,84.6,yes,30-60 min,yes,online videos,89.1,67.5,83.6,85.4,b,group E,standard,none,43,83
2523,15,male,private,post graduate,7.0,94.5,yes,30-60 min,yes,group study,99.2,87.9,81.2,100.0,a,group C,standard,completed,70,60
2524,16,male,private,high school,3.4,98.5,yes,>60 min,no,notes,72.0,83.3,65.4,70.5,c,group B,free/reduced,completed,60,61
2525,14,other,private,post graduate,0.7,64.9,yes,>60 min,no,textbook,33.1,21.6,32.1,23.8,f,group D,free/reduced,completed,73,96
2526,15,male,private,graduate,1.7,89.2,yes,15-30 min,yes,group study,36.6,41.4,43.9,39.4,f,group C,standard,completed,93,71
2527,16,male,public,graduate,1.1,66.4,yes,>60 min,no,online videos,31.0,43.9,36.3,41.8,e,group E,free/reduced,completed,65,98
2528,19,female,public,high school,2.3,81.1,no,>60 min,no,online videos,73.4,78.3,55.3,59.5,d,group D,free/reduced,none,53,74
2529,14,other,private,post graduate,0.9,75.6,yes,>60 min,no,notes,58.3,39.7,51.4,46.7,e,group C,standard,completed,95,82
2530,17,female,private,high school,2.6,85.4,yes,15-30 min,no,online videos,57.5,46.1,40.9,47.3,e,group E,free/reduced,none,78,62
2531,19,other,private,graduate,4.9,95.6,yes,15-30 min,no,group study,63.0,85.0,57.6,75.3,c,group E,standard,none,51,88
2532,18,female,public,post graduate,1.6,55.6,yes,15-30 min,yes,online videos,18.9,27.5,20.8,27.5,f,group A,standard,none,87,80
2533,19,male,public,no formal,2.9,61.1,yes,30-60 min,no,textbook,61.5,59.5,60.5,56.3,d,group B,standard,none,66,40
2534,15,other,private,diploma,2.2,79.3,yes,15-30 min,yes,mixed,66.3,46.7,34.6,48.4,e,group E,standard,none,62,96
2535,18,other,private,post graduate,1.2,67.9,no,>60 min,yes,group study,59.8,36.9,54.7,45.0,e,group B,standard,none,63,84
2536,19,other,public,high school,5.6,77.9,yes,30-60 min,yes,notes,73.4,86.3,67.7,75.0,c,group D,standard,completed,63,90
2537,15,male,private,no formal,7.2,89.1,yes,15-30 min,yes,textbook,76.8,82.4,100.0,85.1,b,group B,free/reduced,none,80,98
2538,16,female,private,diploma,5.9,85.0,no,<15 min,no,group study,67.7,82.9,73.9,78.3,c,group D,standard,none,51,50
2539,17,female,public,diploma,5.6,88.3,yes,<15 min,yes,textbook,86.6,92.4,100.0,89.5,b,group D,free/reduced,completed,51,81
2540,16,male,private,phd,7.9,58.1,yes,15-30 min,yes,mixed,100.0,57.2,94.1,94.0,b,group B,free/reduced,none,96,73
2541,15,other,private,post graduate,6.0,51.5,yes,>60 min,yes,online videos,58.5,67.9,54.0,68.9,d,group C,free/reduced,none,59,53
2542,19,male,private,high school,0.9,93.6,no,>60 min,no,textbook,41.3,41.8,43.4,41.2,e,group B,free/reduced,completed,69,61
2543,19,male,public,high school,2.1,72.6,yes,>60 min,yes,mixed,31.2,16.0,25.4,39.1,f,group C,free/reduced,completed,47,61
2544,16,other,private,high school,5.3,81.8,yes,30-60 min,no,online videos,70.7,54.6,52.6,67.9,d,group C,standard,none,51,57
2545,18,female,public,phd,5.3,53.6,yes,<15 min,no,notes,38.7,54.4,64.8,57.0,d,group D,free/reduced,completed,73,70
2546,16,other,public,diploma,6.7,85.4,yes,30-60 min,no,group study,76.7,83.4,92.0,88.4,b,group E,standard,none,62,78
2547,18,female,public,phd,1.7,55.1,yes,<15 min,yes,notes,29.8,48.7,32.9,39.6,f,group C,free/reduced,none,77,51
2548,17,other,private,no formal,7.9,89.4,yes,<15 min,no,online videos,82.7,100.0,93.5,94.9,b,group D,free/reduced,none,49,67
2549,16,male,public,graduate,4.4,53.0,yes,15-30 min,no,coaching,57.4,59.9,62.8,66.1,d,group D,free/reduced,completed,97,52
2550,14,other,public,no formal,7.4,54.2,yes,>60 min,no,coaching,80.2,71.3,73.9,80.2,c,group D,free/reduced,completed,69,62
2551,17,male,public,graduate,4.5,67.2,yes,15-30 min,yes,group study,78.6,64.1,58.8,64.8,d,group E,free/reduced,none,58,65
2552,15,male,public,no formal,1.9,60.6,yes,>60 min,yes,mixed,37.8,50.6,38.5,40.2,e,group B,free/reduced,completed,96,82
2553,15,female,public,no formal,3.1,99.2,yes,>60 min,no,online videos,61.9,69.8,67.0,69.9,d,group C,free/reduced,none,56,54
2554,15,female,public,no formal,2.2,72.6,yes,>60 min,yes,group study,60.1,65.9,52.4,55.4,d,group C,standard,none,95,42
2555,19,male,private,post graduate,2.5,73.4,yes,>60 min,yes,notes,66.3,67.1,58.4,56.3,d,group A,free/reduced,none,57,46
2556,14,other,private,graduate,7.2,52.3,yes,15-30 min,no,coaching,66.8,84.7,90.5,78.8,c,group C,standard,completed,93,72
2557,18,male,private,graduate,3.3,74.6,yes,>60 min,yes,mixed,56.7,64.4,78.2,65.0,d,group B,free/reduced,completed,91,87
2558,19,other,private,high school,1.9,53.2,yes,<15 min,no,notes,27.5,24.0,42.1,34.9,f,group C,free/reduced,none,81,42
2559,14,male,public,high school,3.2,81.4,yes,30-60 min,yes,textbook,46.6,51.4,55.2,49.6,e,group B,standard,completed,70,66
2560,17,male,public,diploma,5.1,99.1,yes,30-60 min,yes,coaching,70.9,67.1,68.2,73.1,c,group C,standard,none,76,98
2561,17,male,public,phd,2.0,66.5,no,>60 min,yes,mixed,52.9,68.9,41.9,51.6,e,group A,free/reduced,completed,76,58
2562,16,female,private,post graduate,0.9,90.4,yes,30-60 min,yes,mixed,48.5,63.2,50.6,52.2,e,group E,free/reduced,completed,94,53
2563,18,female,public,no formal,7.0,98.3,no,>60 min,yes,online videos,100.0,98.5,100.0,100.0,a,group D,standard,none,88,58
2564,16,male,private,no formal,2.3,98.4,yes,>60 min,yes,group study,59.5,61.7,56.8,62.8,d,group B,free/reduced,completed,53,80
2565,16,female,public,diploma,7.5,87.3,yes,30-60 min,no,mixed,82.5,84.1,83.0,98.5,a,group E,free/reduced,none,83,97
2566,16,other,public,high school,0.9,93.5,no,<15 min,yes,coaching,56.7,46.6,63.3,51.4,e,group C,free/reduced,completed,83,50
2567,18,male,private,diploma,5.4,67.6,yes,<15 min,no,group study,60.4,89.7,67.6,69.1,d,group E,free/reduced,none,41,59
2568,17,male,public,phd,5.5,79.2,no,30-60 min,yes,mixed,71.9,80.5,87.8,76.6,c,group E,free/reduced,completed,59,64
2569,16,female,private,high school,1.7,83.1,yes,30-60 min,no,online videos,62.4,53.7,53.4,54.8,e,group B,free/reduced,completed,43,50
2570,19,other,private,graduate,5.5,60.9,yes,<15 min,no,textbook,63.2,63.7,69.3,59.5,d,group E,standard,none,86,49
2571,18,male,private,diploma,3.4,65.7,no,<15 min,yes,online videos,49.2,52.0,59.3,54.7,e,group B,free/reduced,none,86,60
2572,19,male,private,graduate,3.4,68.1,yes,15-30 min,no,textbook,63.6,51.7,62.9,52.1,e,group D,free/reduced,completed,55,89
2573,18,male,private,graduate,7.1,53.3,yes,>60 min,yes,online videos,90.0,79.1,86.2,79.2,c,group A,standard,completed,60,46
2574,16,female,public,graduate,7.6,72.8,yes,>60 min,yes,notes,85.8,100.0,97.5,99.1,a,group D,free/reduced,completed,40,44
2575,18,male,public,high school,1.8,89.2,no,<15 min,no,textbook,26.7,33.5,55.7,55.8,d,group E,standard,none,62,64
2576,15,female,private,phd,5.6,82.5,yes,30-60 min,yes,group study,76.9,70.1,94.5,77.3,c,group D,standard,none,55,85
2577,15,female,public,high school,1.7,81.3,yes,>60 min,no,notes,47.8,26.8,46.9,49.7,e,group C,standard,completed,62,82
2578,16,male,public,no formal,0.8,80.3,yes,15-30 min,yes,group study,48.2,35.3,44.2,39.8,f,group C,free/reduced,none,96,76
2579,19,other,public,no formal,1.6,51.1,yes,>60 min,no,mixed,41.2,26.0,32.4,27.2,f,group C,free/reduced,none,89,75
2580,17,other,private,no formal,5.3,50.2,yes,30-60 min,yes,notes,77.1,67.7,68.5,61.6,d,group B,standard,none,41,63
2581,16,other,private,diploma,5.9,58.5,yes,>60 min,yes,coaching,82.9,51.1,60.9,62.8,d,group B,standard,completed,71,79
2582,16,other,public,post graduate,4.3,95.7,yes,15-30 min,no,notes,61.0,63.1,82.2,71.8,c,group B,free/reduced,completed,51,77
2583,15,male,private,no formal,7.6,92.9,yes,<15 min,no,textbook,100.0,100.0,97.3,96.7,a,group E,standard,none,60,87
2584,17,other,public,no formal,6.2,78.8,yes,15-30 min,yes,mixed,68.4,89.9,67.9,85.1,b,group C,standard,completed,78,59
2585,16,male,private,graduate,1.7,69.3,yes,15-30 min,yes,online videos,10.5,33.6,37.5,36.7,f,group A,standard,completed,80,75
2586,17,male,public,graduate,2.1,98.2,yes,<15 min,yes,group study,41.0,30.4,57.5,53.9,e,group A,free/reduced,none,82,43
2587,16,female,private,graduate,5.0,53.3,yes,<15 min,no,group study,60.4,59.2,56.4,59.6,d,group B,free/reduced,none,43,97
2588,15,other,private,no formal,3.0,54.9,yes,30-60 min,no,mixed,43.4,41.4,39.6,39.4,f,group C,standard,completed,69,50
2589,19,female,private,high school,0.5,81.1,yes,30-60 min,yes,mixed,36.9,42.2,42.4,41.1,e,group D,free/reduced,completed,62,67
2590,16,female,public,diploma,0.7,77.4,yes,30-60 min,no,mixed,38.9,23.4,51.0,39.9,f,group C,standard,none,67,63
2591,14,female,private,post graduate,3.6,99.1,yes,<15 min,no,group study,68.0,54.9,70.7,66.5,d,group C,standard,completed,59,45
2592,16,female,public,graduate,4.4,90.1,yes,<15 min,no,online videos,64.1,73.0,80.5,64.4,d,group D,standard,completed,59,50
2593,17,female,private,post graduate,5.4,96.9,yes,>60 min,yes,online videos,76.6,100.0,78.5,87.7,b,group D,standard,completed,88,60
2594,14,female,public,graduate,6.2,86.1,yes,<15 min,yes,group study,89.2,96.1,81.2,87.9,b,group D,standard,none,83,50
2595,15,female,private,diploma,7.8,96.3,yes,>60 min,yes,group study,100.0,95.0,100.0,100.0,a,group D,free/reduced,completed,79,64
2596,14,female,private,graduate,6.8,84.3,yes,15-30 min,no,coaching,95.1,93.6,100.0,97.0,a,group B,free/reduced,none,97,96
2597,17,male,public,diploma,3.2,76.3,yes,15-30 min,yes,notes,48.7,52.2,71.7,62.2,d,group C,standard,completed,46,45
2598,18,male,public,no formal,4.5,79.0,no,30-60 min,no,mixed,93.0,80.2,72.4,75.6,c,group B,free/reduced,completed,63,49
2599,19,male,private,graduate,2.1,95.1,yes,30-60 min,yes,coaching,60.8,72.0,51.9,60.0,d,group B,free/reduced,completed,94,85
2600,16,female,public,high school,7.8,55.2,yes,<15 min,yes,notes,86.8,97.1,86.3,89.4,b,group E,standard,none,90,58
2601,19,male,private,high school,4.5,78.3,yes,<15 min,no,textbook,88.5,78.7,49.3,72.5,c,group E,standard,completed,76,43
2602,15,male,public,post graduate,2.4,69.6,yes,>60 min,yes,online videos,47.7,48.6,65.0,55.9,d,group C,free/reduced,completed,46,80
2603,18,other,public,no formal,5.9,83.1,yes,<15 min,no,group study,84.0,77.9,75.2,80.9,c,group C,standard,none,40,55
2604,17,male,private,no formal,4.2,80.2,yes,30-60 min,yes,coaching,46.5,58.9,55.4,63.9,d,group A,standard,none,60,41
2605,18,other,private,diploma,8.0,70.0,yes,<15 min,no,online videos,92.6,100.0,100.0,100.0,a,group E,free/reduced,none,94,61
2606,18,male,public,graduate,1.1,84.5,no,<15 min,yes,notes,37.3,52.2,65.2,52.0,e,group B,standard,none,88,99
2607,17,other,public,phd,3.0,76.8,yes,30-60 min,yes,online videos,60.4,71.9,68.2,62.2,d,group C,standard,completed,80,90
2608,15,male,public,graduate,7.6,59.4,yes,>60 min,yes,online videos,91.2,90.0,83.2,86.1,b,group E,free/reduced,completed,82,72
2609,17,female,private,high school,4.0,81.9,yes,<15 min,no,group study,65.5,58.7,73.4,67.3,d,group A,standard,none,44,61
2610,18,other,private,diploma,2.8,51.3,yes,30-60 min,yes,notes,47.3,26.9,46.4,41.9,e,group D,standard,none,42,45
2611,19,male,private,diploma,5.0,91.1,yes,<15 min,yes,coaching,70.6,90.3,86.8,70.7,c,group D,standard,completed,69,53
2612,19,female,private,diploma,5.5,95.3,no,15-30 min,no,coaching,64.0,69.9,85.0,74.1,c,group B,free/reduced,none,67,40
2613,15,other,public,post graduate,1.2,53.9,yes,>60 min,yes,mixed,30.9,22.5,18.3,21.4,f,group B,free/reduced,none,64,42
2614,17,male,private,post graduate,2.4,62.8,yes,>60 min,no,group study,45.1,56.0,39.0,38.6,f,group B,free/reduced,none,84,70
2615,14,male,private,post graduate,2.8,56.3,yes,30-60 min,yes,textbook,52.4,50.8,47.8,45.7,e,group C,free/reduced,none,45,77
2616,18,other,public,diploma,2.3,88.6,yes,30-60 min,no,textbook,55.6,51.5,42.9,61.9,d,group E,free/reduced,none,50,61
2617,19,male,private,high school,3.4,53.6,yes,<15 min,no,group study,30.9,47.5,16.5,46.9,e,group A,free/reduced,completed,41,66
2618,14,other,private,no formal,3.0,77.1,no,15-30 min,no,textbook,58.0,72.4,59.0,57.7,d,group C,standard,none,99,95
2619,17,other,public,post graduate,6.0,69.4,yes,<15 min,yes,online videos,84.4,78.5,82.8,75.0,c,group C,free/reduced,none,67,95
2620,19,other,private,phd,5.0,87.5,yes,<15 min,no,mixed,60.8,99.0,93.1,65.3,d,group A,standard,completed,58,87
2621,19,other,private,no formal,3.7,82.0,yes,<15 min,no,coaching,54.3,40.8,59.6,61.0,d,group D,free/reduced,completed,82,48
2622,16,other,private,no formal,2.0,77.2,yes,>60 min,no,notes,47.6,40.4,41.8,44.3,e,group B,free/reduced,completed,58,52
2623,14,female,public,high school,3.7,75.2,yes,15-30 min,no,group study,38.9,42.4,68.1,56.0,d,group A,standard,none,96,81
2624,19,other,private,post graduate,1.9,88.8,yes,15-30 min,yes,online videos,27.6,54.1,36.3,46.8,e,group C,standard,none,96,44
2625,19,female,private,high school,7.6,73.9,yes,<15 min,yes,notes,90.8,70.5,100.0,83.4,c,group B,standard,completed,41,55
2626,17,female,private,no formal,1.8,71.0,no,15-30 min,yes,mixed,45.9,36.6,35.4,44.5,e,group A,free/reduced,none,48,65
2627,19,male,private,diploma,6.9,51.3,yes,15-30 min,no,mixed,85.9,75.7,86.1,81.8,c,group C,free/reduced,none,84,95
2628,14,other,private,diploma,5.1,63.4,yes,>60 min,no,textbook,74.0,74.6,73.9,72.8,c,group C,free/reduced,completed,87,69
2629,17,female,public,diploma,6.6,68.5,yes,<15 min,yes,group study,61.0,73.7,62.4,75.6,c,group A,standard,none,91,86
2630,14,other,public,graduate,7.2,78.9,yes,<15 min,no,mixed,77.6,94.6,80.8,84.9,c,group D,standard,completed,69,66
2631,19,female,public,high school,6.5,83.7,yes,<15 min,yes,notes,77.7,70.5,71.3,81.2,c,group D,free/reduced,completed,40,40
2632,18,male,private,no formal,4.9,98.1,yes,>60 min,no,group study,76.7,75.7,66.9,71.7,c,group B,standard,none,62,44
2633,19,female,private,no formal,2.5,63.8,yes,>60 min,yes,textbook,43.1,45.9,59.1,48.0,e,group C,free/reduced,none,85,65
2634,17,other,private,post graduate,5.5,77.2,yes,15-30 min,yes,online videos,72.4,48.5,49.3,67.8,d,group D,standard,completed,75,40
2635,14,female,private,graduate,0.5,87.8,yes,15-30 min,no,group study,29.0,48.2,16.8,37.1,f,group B,free/reduced,completed,94,86
2636,14,other,private,high school,3.3,65.5,no,15-30 min,no,coaching,68.3,46.1,52.5,53.5,e,group B,free/reduced,none,63,64
2637,16,male,public,phd,6.9,77.4,yes,<15 min,no,online videos,91.0,91.2,76.9,89.7,b,group D,free/reduced,completed,96,76
2638,18,other,public,graduate,4.9,70.9,yes,30-60 min,no,online videos,80.8,67.7,84.4,76.9,c,group C,standard,none,79,80
2639,14,other,public,post graduate,2.5,69.9,yes,>60 min,yes,group study,59.2,82.5,54.0,54.3,e,group B,standard,completed,42,99
2640,19,other,public,post graduate,7.2,53.1,no,15-30 min,no,group study,51.6,92.9,85.8,76.7,c,group B,free/reduced,completed,65,97
2641,15,male,private,high school,0.6,51.2,yes,<15 min,no,mixed,35.5,27.0,13.9,31.9,f,group A,free/reduced,completed,98,52
