student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,science_score,english_score,overall_score,final_grade,race_ethnicity,lunch,test_preparation_course,math_score,reading_score,writing_score
216,15,male,public,phd,5.4,55.3,yes,15-30 min,yes,mixed,68.2,52.9,67.5,d,group B,standard,completed,84,83,75
217,14,female,private,post graduate,4.2,90.1,yes,<15 min,no,notes,48.1,66.6,75.7,c,group E,free/reduced,completed,83,86,88
218,14,male,public,graduate,0.6,70.9,yes,<15 min,no,textbook,47.9,35.1,43.0,e,group C,free/reduced,none,34,42,39
219,16,other,private,graduate,1.8,87.2,no,30-60 min,no,textbook,52.6,46.8,52.1,e,group B,free/reduced,none,66,77,70
220,19,other,private,high school,3.0,52.7,yes,15-30 min,no,textbook,49.2,42.7,47.3,e,group B,standard,completed,61,56,56
221,14,female,private,no formal,5.0,50.5,yes,15-30 min,no,mixed,61.3,54.4,61.5,d,group D,standard,completed,56,68,74
222,16,other,public,graduate,6.4,65.0,yes,15-30 min,yes,notes,99.3,71.5,82.4,c,group B,standard,none,87,85,73
223,18,male,private,high school,7.7,93.5,yes,<15 min,no,notes,98.9,100.0,99.1,a,group C,free/reduced,none,55,65,62
224,15,other,public,no formal,5.0,84.0,yes,>60 min,no,coaching,45.8,67.5,69.1,d,group D,standard,none,86,80,75
225,18,male,private,post graduate,6.0,80.6,yes,15-30 min,yes,textbook,91.5,82.8,77.4,c,group B,standard,completed,52,66,73
226,15,other,private,diploma,5.2,99.9,yes,>60 min,yes,online videos,95.9,78.3,85.6,b,group E,free/reduced,none,45,56,54
227,18,female,private,phd,3.7,67.4,yes,30-60 min,no,group study,56.3,52.6,63.1,d,group C,standard,none,72,72,71
228,17,female,private,phd,5.1,92.5,no,<15 min,no,notes,74.9,90.4,80.2,c,group D,standard,none,57,50,54
229,17,male,private,no formal,3.5,55.5,no,15-30 min,no,textbook,64.3,66.4,54.8,e,group A,free/reduced,none,68,72,64
230,15,female,public,post graduate,3.9,58.5,yes,>60 min,yes,mixed,71.6,47.1,44.6,e,group C,standard,completed,88,95,94
231,16,other,private,diploma,7.3,73.9,yes,<15 min,no,mixed,100.0,96.2,97.2,a,group D,standard,none,76,64,66
232,19,other,private,post graduate,4.7,98.0,yes,<15 min,no,group study,63.3,86.5,70.5,c,group C,standard,none,46,43,42
233,14,female,public,no formal,1.3,85.2,yes,30-60 min,yes,textbook,46.2,50.7,39.7,f,group B,standard,none,67,86,83
234,18,male,public,diploma,4.4,55.6,yes,15-30 min,no,textbook,45.5,50.3,52.6,e,group E,standard,none,92,87,78
235,16,female,private,graduate,7.6,97.7,yes,30-60 min,yes,mixed,87.7,85.7,95.5,a,group C,standard,completed,83,82,84
236,18,other,private,diploma,1.3,88.3,yes,>60 min,no,mixed,37.6,53.8,39.4,f,group D,standard,none,80,75,77
237,17,male,private,graduate,7.8,86.8,no,30-60 min,no,notes,95.5,63.0,87.6,b,group D,free/reduced,none,63,66,67
238,16,other,public,no formal,7.9,77.6,yes,15-30 min,no,coaching,100.0,99.0,100.0,a,group D,standard,completed,64,60,74
239,15,other,public,no formal,4.7,69.7,yes,>60 min,no,coaching,50.2,59.2,63.7,d,group B,standard,none,54,52,51
240,17,other,public,graduate,3.0,55.5,yes,<15 min,yes,group study,32.7,32.3,39.2,f,group C,standard,none,84,80,80
241,14,female,public,diploma,0.6,81.0,yes,>60 min,no,online videos,19.4,28.1,36.1,f,group D,free/reduced,completed,73,68,66
242,17,male,public,graduate,0.6,56.4,yes,<15 min,yes,mixed,39.3,27.5,28.6,f,group E,standard,none,80,83,83
243,14,male,public,diploma,3.4,79.5,no,<15 min,no,online videos,67.8,74.7,64.0,d,group D,standard,none,56,52,55
244,17,other,private,no formal,6.4,77.0,yes,15-30 min,no,notes,86.0,73.9,82.2,c,group E,standard,none,59,51,43
245,17,female,public,post graduate,7.6,79.8,no,<15 min,yes,mixed,95.8,100.0,95.8,a,group D,standard,none,75,74,69
246,14,male,public,no formal,1.7,91.3,yes,>60 min,yes,coaching,46.6,40.8,44.0,e,group C,standard,none,85,76,71
247,18,other,public,post graduate,4.2,70.6,yes,30-60 min,no,notes,71.9,55.9,69.1,d,group E,standard,none,89,76,74
248,16,male,private,no formal,4.3,71.8,yes,<15 min,no,online videos,73.7,62.2,70.3,c,group B,standard,completed,58,70,68
249,18,other,private,phd,3.4,53.0,yes,30-60 min,no,coaching,31.6,34.5,40.0,e,group B,standard,none,65,64,62
250,14,female,public,high school,4.5,64.4,yes,<15 min,no,notes,68.1,54.1,59.2,d,group C,standard,none,68,60,53
251,15,female,private,phd,7.4,54.1,yes,30-60 min,no,online videos,99.7,76.5,87.5,b,group A,standard,completed,47,49,49
252,16,male,private,no formal,3.8,57.1,yes,>60 min,yes,group study,51.3,55.0,48.8,e,group D,free/reduced,none,71,83,83
253,15,male,public,diploma,1.5,71.3,yes,<15 min,yes,notes,30.2,38.5,32.5,f,group B,standard,completed,60,70,70
254,15,other,private,diploma,5.5,70.4,no,15-30 min,yes,notes,82.2,61.5,63.2,d,group D,standard,none,80,80,72
255,17,female,private,no formal,0.7,96.8,yes,30-60 min,no,textbook,45.6,26.8,38.2,f,group D,standard,none,54,52,52
256,14,other,public,diploma,7.6,56.0,yes,>60 min,no,group study,61.4,71.1,77.6,c,group E,standard,none,62,73,70
257,18,other,private,high school,7.5,57.5,no,30-60 min,no,coaching,94.5,88.1,87.9,b,group C,free/reduced,none,64,73,68
258,14,male,public,diploma,1.2,87.5,yes,15-30 min,yes,mixed,46.3,21.7,34.9,f,group C,standard,completed,78,77,77
259,15,female,public,diploma,4.6,51.1,yes,<15 min,yes,textbook,56.7,45.3,58.4,d,group B,standard,none,70,75,78
260,17,other,public,high school,6.5,82.5,yes,30-60 min,no,group study,80.5,90.3,93.4,b,group C,free/reduced,completed,65,81,81
261,18,female,public,post graduate,4.0,87.4,yes,15-30 min,yes,group study,88.2,60.3,75.8,c,group C,free/reduced,completed,64,79,77
262,15,female,private,graduate,4.1,81.4,yes,>60 min,no,textbook,70.5,74.0,67.4,d,group C,standard,completed,79,79,78
263,15,female,private,phd,7.8,64.4,no,30-60 min,no,coaching,98.5,87.4,86.1,b,group C,free/reduced,none,44,50,51
264,19,other,public,post graduate,2.2,55.2,yes,>60 min,no,group study,38.5,49.4,36.2,f,group E,standard,none,99,93,90
265,19,other,public,high school,4.4,99.7,yes,30-60 min,no,online videos,58.8,63.1,75.7,c,group D,standard,none,76,73,68
266,17,other,private,high school,1.4,93.0,yes,<15 min,no,group study,62.7,48.3,55.3,d,group D,free/reduced,none,59,42,41
267,16,female,private,phd,2.8,86.5,yes,<15 min,no,coaching,58.7,59.4,51.8,e,group C,standard,none,63,75,81
268,16,female,private,high school,6.9,59.4,yes,30-60 min,yes,online videos,63.0,80.2,72.6,c,group D,standard,none,69,72,77
269,17,female,private,no formal,5.9,71.5,no,<15 min,no,textbook,94.8,53.4,69.4,d,group D,standard,completed,88,92,95
270,17,male,private,graduate,5.1,85.5,yes,15-30 min,yes,mixed,65.8,90.1,74.9,c,group E,free/reduced,none,71,76,70
271,15,other,public,phd,1.4,55.1,yes,30-60 min,no,group study,23.0,22.3,30.2,f,group C,standard,none,69,63,61
272,14,male,private,high school,6.9,97.9,yes,<15 min,no,group study,100.0,100.0,100.0,a,group C,standard,none,58,49,42
273,14,other,private,graduate,2.7,97.8,yes,<15 min,no,online videos,45.4,56.2,58.8,d,group D,free/reduced,none,47,53,58
274,19,female,public,diploma,4.5,57.5,yes,<15 min,yes,textbook,61.4,71.0,62.3,d,group D,standard,none,65,70,71
275,16,other,private,diploma,2.3,59.9,yes,15-30 min,no,online videos,42.4,28.0,49.2,e,group B,standard,completed,88,85,76
276,16,other,public,diploma,4.4,68.2,yes,30-60 min,no,online videos,68.8,100.0,69.0,d,group C,standard,none,83,78,73
277,16,female,public,no formal,4.7,72.5,yes,15-30 min,no,mixed,50.3,60.1,60.3,d,group C,standard,completed,85,92,93
278,18,female,private,diploma,3.1,72.0,yes,<15 min,yes,notes,78.2,71.2,58.1,d,group E,standard,completed,59,63,75
279,14,female,public,high school,4.3,84.4,yes,30-60 min,no,textbook,61.8,71.5,70.7,c,group C,free/reduced,none,65,86,80
280,14,female,public,post graduate,3.5,73.5,yes,>60 min,yes,textbook,64.0,60.3,56.5,d,group B,free/reduced,none,73,56,57
281,15,male,private,high school,5.7,59.2,yes,<15 min,no,online videos,61.5,85.9,75.9,c,group D,standard,none,53,52,42
282,16,male,private,phd,4.6,63.1,yes,<15 min,no,online videos,57.6,76.9,59.3,d,group D,standard,none,45,48,46
283,18,other,private,no formal,7.1,70.6,yes,<15 min,no,textbook,89.6,76.3,76.3,c,group D,free/reduced,none,73,79,84
284,16,other,private,diploma,0.9,76.0,yes,15-30 min,yes,mixed,29.6,44.1,28.0,f,group D,free/reduced,completed,70,78,78
285,16,male,private,high school,0.7,96.2,yes,<15 min,yes,notes,60.1,47.1,46.8,e,group B,standard,none,37,46,46
286,19,male,public,diploma,1.9,54.8,yes,30-60 min,no,mixed,34.5,42.5,36.4,f,group B,standard,completed,81,82,82
287,14,female,public,post graduate,1.4,90.2,yes,30-60 min,no,notes,59.2,54.9,52.6,e,group E,standard,completed,97,82,88
288,17,other,public,phd,4.4,65.5,yes,30-60 min,yes,textbook,71.4,71.4,69.3,d,group B,standard,none,67,89,82
289,17,other,public,post graduate,2.0,86.4,no,<15 min,yes,online videos,43.5,51.0,53.1,e,group B,free/reduced,none,88,75,76
290,16,other,public,graduate,0.6,62.9,yes,15-30 min,yes,group study,42.7,27.9,31.0,f,group E,standard,completed,77,76,77
291,18,male,public,graduate,2.6,69.3,yes,30-60 min,no,coaching,34.0,40.5,42.2,e,group C,standard,none,76,70,68
292,15,male,public,phd,4.3,72.2,no,30-60 min,yes,textbook,69.3,74.3,64.6,d,group D,standard,none,86,73,70
293,19,female,public,phd,5.9,87.5,no,>60 min,yes,group study,80.7,94.4,82.4,c,group C,standard,completed,63,60,57
294,15,male,private,post graduate,3.8,58.3,yes,<15 min,no,mixed,59.1,36.1,55.9,d,group E,standard,none,65,73,75
295,17,female,public,no formal,7.7,67.3,yes,>60 min,no,online videos,88.8,84.2,88.3,b,group D,free/reduced,completed,78,77,80
296,17,female,private,high school,2.0,76.4,yes,15-30 min,no,coaching,68.7,30.6,48.0,e,group B,free/reduced,none,67,62,60
297,19,other,public,high school,4.4,82.9,yes,15-30 min,yes,notes,80.7,75.3,73.4,c,group A,standard,completed,46,41,43
298,16,male,public,high school,2.4,53.8,yes,>60 min,yes,notes,44.9,35.6,48.5,e,group E,standard,completed,71,74,68
299,15,other,public,phd,6.6,54.7,yes,15-30 min,no,textbook,73.1,62.7,75.1,c,group C,free/reduced,completed,40,46,50
300,14,other,private,no formal,1.9,85.9,yes,>60 min,no,notes,56.8,53.5,56.7,d,group D,free/reduced,none,90,87,75
301,16,other,private,phd,7.7,68.3,yes,30-60 min,yes,mixed,86.9,75.7,90.9,b,group A,free/reduced,completed,81,78,81
302,18,other,public,post graduate,5.9,58.3,yes,15-30 min,no,notes,54.9,73.2,67.6,d,group D,free/reduced,none,56,54,52
303,14,other,public,graduate,4.7,63.2,yes,15-30 min,no,textbook,80.9,62.2,60.2,d,group C,standard,completed,67,84,81
304,19,male,private,high school,4.5,79.9,no,>60 min,yes,textbook,82.6,65.9,73.2,c,group B,standard,none,80,76,64
305,17,female,public,high school,3.2,97.7,yes,>60 min,no,mixed,57.8,69.0,64.3,d,group C,standard,completed,74,75,83
306,14,female,private,post graduate,0.7,86.6,yes,>60 min,yes,group study,48.0,41.5,45.8,e,group A,standard,none,69,67,69
307,15,other,private,post graduate,7.4,89.9,yes,>60 min,no,mixed,100.0,97.4,96.6,a,group E,standard,completed,99,87,81
308,17,male,public,graduate,6.5,80.4,yes,15-30 min,no,group study,70.7,100.0,75.0,c,group C,standard,none,51,52,44
309,15,female,private,graduate,1.5,68.6,yes,>60 min,yes,mixed,21.1,36.6,39.1,f,group B,free/reduced,none,53,71,67
310,14,male,private,post graduate,1.4,98.1,yes,>60 min,no,textbook,42.1,51.3,50.3,e,group D,free/reduced,none,49,57,52
311,17,male,private,post graduate,2.8,54.1,no,>60 min,yes,group study,36.5,55.7,48.2,e,group B,standard,none,73,76,80
312,18,other,private,post graduate,6.2,90.4,no,15-30 min,no,textbook,91.1,100.0,91.6,b,group B,standard,none,66,60,57
313,14,male,public,high school,4.3,62.9,yes,30-60 min,yes,coaching,38.9,45.7,51.9,e,group D,standard,completed,67,61,68
314,15,other,public,no formal,5.4,80.4,yes,>60 min,no,coaching,86.2,73.8,77.7,c,group C,free/reduced,completed,68,67,69
315,15,other,private,diploma,0.5,99.1,yes,15-30 min,yes,group study,49.6,53.2,47.6,e,group C,standard,completed,59,64,75
316,17,other,public,diploma,7.4,92.1,yes,30-60 min,yes,online videos,100.0,95.4,100.0,a,group C,standard,none,71,66,65
317,18,male,public,diploma,1.7,92.5,yes,>60 min,yes,textbook,56.5,53.0,50.5,e,group D,standard,completed,77,82,91
318,18,male,private,graduate,2.9,91.2,yes,<15 min,no,coaching,39.6,70.0,50.5,e,group C,standard,none,83,72,78
319,19,female,public,phd,7.6,72.7,yes,30-60 min,no,coaching,59.2,78.9,81.4,c,group B,standard,none,63,71,69
320,18,female,public,post graduate,6.0,69.7,yes,<15 min,yes,notes,82.9,69.9,74.5,c,group D,free/reduced,none,56,65,63
321,15,other,private,post graduate,4.3,75.9,yes,>60 min,yes,notes,62.1,87.3,69.2,d,group C,free/reduced,completed,67,79,84
322,14,female,public,post graduate,7.0,64.3,yes,15-30 min,no,textbook,97.6,86.0,90.7,b,group E,standard,none,75,86,79
323,17,male,private,diploma,1.0,73.9,yes,30-60 min,yes,coaching,33.8,38.1,35.1,f,group C,standard,none,71,81,80
324,19,other,public,graduate,1.1,56.3,yes,<15 min,no,online videos,36.1,15.1,34.1,f,group C,free/reduced,none,43,53,53
325,19,other,public,diploma,1.7,94.6,yes,<15 min,no,group study,65.2,62.3,55.8,d,group C,free/reduced,none,41,46,43
326,15,female,private,post graduate,2.5,86.8,yes,>60 min,yes,mixed,38.4,48.7,46.2,e,group C,standard,none,82,90,94
327,15,other,public,phd,5.8,53.1,yes,>60 min,yes,group study,60.8,53.2,68.1,d,group C,standard,none,61,61,62
328,14,other,public,diploma,4.5,83.0,yes,15-30 min,yes,coaching,74.2,60.4,60.8,d,group A,free/reduced,none,28,23,19
329,14,female,public,post graduate,3.7,87.9,yes,30-60 min,yes,notes,73.4,73.7,64.1,d,group C,standard,completed,82,75,77
330,17,male,private,no formal,6.4,93.1,yes,<15 min,yes,coaching,100.0,90.5,96.0,a,group B,standard,none,41,55,51
331,17,female,public,diploma,2.9,66.5,yes,<15 min,no,online videos,42.3,50.6,55.8,d,group C,standard,none,71,60,61
332,16,female,public,phd,1.1,81.5,no,30-60 min,yes,mixed,43.0,56.8,45.1,e,group C,standard,none,47,37,35
333,15,other,public,post graduate,3.5,63.8,no,<15 min,no,textbook,51.2,61.0,61.6,d,group E,standard,completed,62,56,53
334,18,other,public,graduate,6.2,92.4,yes,30-60 min,yes,group study,76.2,89.4,82.6,c,group B,standard,none,90,78,81
335,16,female,public,high school,4.1,93.8,no,30-60 min,yes,textbook,61.3,81.9,69.4,d,group C,standard,none,83,93,95
336,18,female,private,post graduate,7.8,53.8,no,<15 min,yes,coaching,69.1,71.1,79.6,c,group B,free/reduced,none,61,68,66
337,19,female,public,phd,6.9,64.3,yes,30-60 min,yes,online videos,77.4,69.6,77.6,c,group D,standard,completed,76,70,69
338,15,female,public,diploma,6.4,55.1,yes,<15 min,yes,mixed,67.5,80.0,76.4,c,group C,standard,none,49,51,43
339,15,female,public,post graduate,6.3,69.9,yes,15-30 min,no,mixed,77.2,73.8,81.9,c,group B,free/reduced,none,24,38,27
340,19,female,private,graduate,4.9,50.3,no,30-60 min,no,mixed,43.3,51.7,51.8,e,group D,free/reduced,completed,35,55,60
341,17,female,public,diploma,7.3,89.1,yes,15-30 min,no,textbook,100.0,100.0,100.0,a,group C,free/reduced,none,58,61,52
342,15,other,public,high school,4.9,71.6,yes,<15 min,yes,online videos,65.2,70.4,62.9,d,group C,standard,none,61,73,63
343,17,male,private,graduate,3.3,76.7,yes,30-60 min,yes,online videos,56.9,48.7,51.9,e,group B,standard,completed,69,76,74
344,17,male,private,diploma,2.0,87.1,no,<15 min,yes,textbook,46.6,65.7,47.9,e,group D,standard,completed,67,72,67
345,19,other,private,graduate,6.6,85.6,yes,>60 min,no,textbook,84.4,100.0,84.7,c,group D,standard,none,79,73,67
346,15,other,public,no formal,3.3,65.7,yes,>60 min,yes,group study,58.1,47.6,55.8,d,group C,standard,none,72,80,75
347,19,female,public,diploma,6.4,89.1,yes,>60 min,no,mixed,100.0,100.0,90.6,b,group B,standard,none,62,61,57
348,19,female,private,post graduate,7.9,82.0,yes,15-30 min,no,textbook,100.0,93.9,99.6,a,group C,standard,completed,77,94,95
349,15,female,private,phd,3.5,60.9,yes,<15 min,yes,online videos,54.1,38.2,53.1,e,group D,free/reduced,none,75,74,66
350,14,female,public,high school,3.1,51.5,yes,>60 min,no,online videos,30.7,41.0,40.1,e,group E,standard,none,87,74,76
351,17,male,private,graduate,1.8,87.8,yes,30-60 min,no,group study,51.2,49.3,44.4,e,group B,standard,none,52,65,69
352,14,female,private,high school,4.1,58.3,yes,15-30 min,yes,notes,60.4,59.6,65.1,d,group E,standard,none,66,57,52
353,15,male,private,post graduate,5.4,55.6,yes,<15 min,yes,notes,54.5,56.5,58.9,d,group C,standard,completed,63,78,80
354,16,male,public,diploma,2.8,71.0,yes,>60 min,no,mixed,48.0,57.2,49.9,e,group C,standard,none,46,58,57
355,19,female,private,post graduate,4.1,96.1,no,15-30 min,yes,coaching,79.0,60.4,77.6,c,group C,standard,none,59,71,70
356,19,other,public,diploma,4.5,85.9,yes,15-30 min,no,mixed,80.5,69.6,70.8,c,group B,standard,none,61,72,70
357,14,male,public,high school,2.6,89.9,yes,>60 min,no,coaching,56.0,53.7,65.9,d,group A,standard,none,63,61,61
358,19,other,private,graduate,0.7,63.5,yes,30-60 min,yes,mixed,45.8,35.5,40.4,e,group C,free/reduced,completed,42,66,69
359,14,female,public,graduate,2.1,91.8,no,15-30 min,yes,mixed,57.3,76.4,60.3,d,group D,free/reduced,none,59,62,61
360,18,other,public,post graduate,6.5,70.8,no,>60 min,yes,group study,100.0,81.5,78.5,c,group D,standard,none,80,90,89
361,19,female,public,post graduate,2.6,99.0,yes,15-30 min,no,textbook,66.1,91.2,67.5,d,group B,standard,none,58,62,59
362,19,other,public,post graduate,0.6,78.5,yes,15-30 min,no,notes,50.8,34.7,40.0,e,group B,standard,completed,85,84,78
363,15,female,public,phd,3.7,80.3,yes,<15 min,no,notes,86.9,81.8,69.4,d,group C,standard,none,52,58,58
364,19,other,private,diploma,5.6,95.8,yes,<15 min,no,coaching,68.2,87.4,78.2,c,group D,free/reduced,none,27,34,32
365,14,female,private,graduate,6.1,97.4,yes,<15 min,no,online videos,79.5,62.7,79.7,c,group C,standard,none,59,60,58
366,17,female,private,diploma,3.6,50.9,yes,15-30 min,no,group study,55.2,44.2,50.2,e,group A,free/reduced,completed,49,58,60
367,16,female,private,graduate,4.8,61.6,yes,>60 min,yes,online videos,53.4,76.5,62.3,d,group C,standard,completed,69,58,53
368,15,other,private,no formal,6.1,80.7,yes,>60 min,yes,textbook,78.8,87.3,82.9,c,group C,free/reduced,none,61,66,61
369,14,other,public,phd,7.2,50.2,yes,<15 min,yes,coaching,82.3,77.3,85.1,b,group A,free/reduced,none,44,64,58
370,18,male,private,graduate,5.3,65.9,yes,30-60 min,yes,textbook,83.5,58.9,75.5,c,group D,standard,none,73,84,85
371,16,other,private,graduate,5.7,59.8,yes,15-30 min,no,online videos,77.3,42.1,61.0,d,group E,standard,none,84,77,71
372,17,other,public,phd,1.2,76.2,yes,>60 min,yes,textbook,31.3,41.9,33.1,f,group C,free/reduced,completed,45,73,70
373,16,other,public,diploma,3.7,79.9,no,15-30 min,no,notes,55.7,53.7,65.3,d,group D,standard,none,74,74,72
374,16,female,public,diploma,7.2,59.5,yes,15-30 min,yes,online videos,100.0,98.7,82.2,c,group D,standard,completed,82,97,96
375,19,female,private,graduate,1.7,76.8,yes,30-60 min,no,group study,43.5,47.9,37.8,f,group D,standard,none,59,70,73
376,14,other,private,phd,2.8,69.8,yes,<15 min,no,notes,48.7,14.4,40.8,e,group E,free/reduced,none,46,43,41
377,18,female,private,high school,5.6,99.5,yes,15-30 min,yes,coaching,63.7,85.1,80.5,c,group D,standard,none,80,90,82
378,18,female,public,no formal,7.3,53.3,yes,<15 min,yes,group study,58.7,67.7,74.8,c,group D,free/reduced,completed,85,95,100
379,16,female,private,no formal,0.9,92.0,no,15-30 min,yes,textbook,32.7,35.0,36.3,f,group A,standard,none,71,83,77
380,15,female,public,post graduate,7.0,100.0,yes,<15 min,no,mixed,100.0,100.0,100.0,a,group A,standard,none,66,64,62
381,14,male,public,no formal,2.2,77.1,yes,>60 min,no,notes,57.3,54.6,57.0,d,group B,standard,none,80,86,83
382,19,male,public,post graduate,7.0,84.0,yes,15-30 min,no,online videos,77.0,86.5,83.1,c,group C,standard,completed,87,100,95
383,19,male,public,phd,7.2,56.4,yes,15-30 min,no,group study,72.6,71.4,83.7,c,group C,free/reduced,none,79,81,71
384,15,female,public,post graduate,6.3,67.5,yes,15-30 min,no,group study,91.4,91.5,82.9,c,group E,free/reduced,none,38,49,45
385,14,female,private,high school,7.4,59.1,yes,15-30 min,no,mixed,88.2,66.9,83.0,c,group A,free/reduced,none,38,43,43
386,14,female,public,graduate,7.7,79.2,yes,<15 min,no,notes,87.0,90.2,93.4,b,group E,standard,none,67,76,75
387,14,other,private,diploma,7.4,97.1,yes,30-60 min,no,textbook,92.9,90.5,93.7,b,group E,standard,none,64,73,70
388,18,male,public,no formal,4.3,51.5,yes,<15 min,no,online videos,50.9,74.3,59.2,d,group C,free/reduced,none,57,78,67
389,19,female,private,high school,4.0,74.7,yes,<15 min,no,notes,43.5,40.9,52.0,e,group D,standard,none,62,64,64
390,14,male,private,post graduate,1.3,86.2,yes,30-60 min,yes,group study,47.7,49.0,45.7,e,group D,standard,none,73,70,75
391,18,male,private,graduate,2.1,71.5,no,15-30 min,yes,notes,63.8,50.8,43.5,e,group E,free/reduced,completed,73,67,59
392,15,female,private,diploma,5.4,76.9,yes,30-60 min,no,textbook,83.8,88.4,80.8,c,group D,standard,none,77,68,77
393,16,male,private,post graduate,1.5,72.6,yes,<15 min,no,group study,53.8,45.1,47.9,e,group E,standard,none,76,67,67
394,17,male,private,graduate,7.6,79.9,yes,>60 min,no,coaching,91.6,100.0,94.3,b,group C,standard,completed,57,54,56
395,18,other,public,phd,2.2,53.4,yes,30-60 min,no,group study,32.5,49.1,34.9,f,group C,standard,completed,65,74,77
396,19,other,public,no formal,1.2,77.3,yes,15-30 min,no,notes,48.5,34.6,42.4,e,group A,free/reduced,none,48,45,41
397,14,male,public,high school,2.3,75.6,yes,>60 min,no,coaching,52.7,46.8,50.4,e,group B,free/reduced,none,50,67,63
398,15,male,public,high school,0.9,59.1,yes,30-60 min,yes,coaching,37.5,32.7,32.1,f,group C,standard,none,85,89,95
399,15,male,public,diploma,1.7,76.7,yes,>60 min,no,group study,32.0,35.4,43.8,e,group B,standard,none,74,63,57
400,15,female,private,phd,4.9,73.2,yes,30-60 min,yes,notes,60.3,77.5,61.5,d,group D,standard,none,60,59,54
401,19,other,public,diploma,2.7,79.7,yes,30-60 min,no,online videos,54.9,52.5,55.0,e,group C,standard,completed,59,54,67
402,18,male,public,high school,6.5,78.2,yes,>60 min,yes,coaching,86.6,78.4,80.6,c,group A,standard,none,53,43,43
403,15,male,private,no formal,3.5,70.2,yes,>60 min,yes,notes,59.7,46.0,56.1,d,group A,free/reduced,none,49,65,55
404,19,female,public,diploma,5.9,89.1,no,30-60 min,yes,notes,81.1,92.8,88.2,b,group D,standard,completed,88,99,100
405,16,other,private,high school,5.8,67.9,yes,15-30 min,no,textbook,87.5,83.6,76.2,c,group C,standard,none,54,59,62
406,17,female,private,high school,1.5,73.7,yes,<15 min,yes,online videos,62.2,36.5,48.6,e,group C,standard,none,63,73,68
407,16,other,private,no formal,0.9,71.3,yes,<15 min,yes,mixed,26.2,38.3,31.9,f,group B,standard,completed,65,65,63
408,14,female,private,graduate,6.8,74.3,no,15-30 min,no,notes,71.8,89.9,81.6,c,group B,standard,none,82,80,77
409,19,male,public,post graduate,5.8,90.0,yes,15-30 min,no,coaching,73.0,83.0,79.9,c,group D,free/reduced,completed,52,57,56
410,14,female,public,post graduate,1.8,85.5,yes,30-60 min,yes,textbook,34.4,31.9,41.0,e,group D,standard,completed,87,84,85
411,15,other,private,no formal,5.6,52.1,yes,<15 min,yes,group study,58.2,55.2,58.3,d,group D,standard,completed,70,71,74
412,15,female,private,phd,3.0,74.7,yes,>60 min,yes,coaching,71.7,45.2,61.2,d,group E,standard,completed,84,83,78
413,15,male,public,graduate,0.9,56.2,yes,>60 min,yes,group study,37.3,24.3,38.3,f,group D,standard,none,71,66,60
414,14,male,private,graduate,2.2,86.5,yes,<15 min,yes,textbook,56.9,53.2,44.9,e,group B,standard,completed,63,67,67
415,14,female,public,phd,6.2,99.3,yes,>60 min,no,online videos,97.4,95.1,80.8,c,group C,free/reduced,completed,51,72,79
416,18,female,private,high school,3.4,80.9,yes,30-60 min,no,mixed,65.3,51.6,55.1,d,group E,standard,none,84,73,69
417,19,female,private,graduate,4.6,69.0,yes,<15 min,no,notes,80.2,76.2,70.4,c,group C,standard,completed,71,74,68
418,14,female,public,no formal,1.5,53.6,no,<15 min,yes,notes,46.6,31.7,37.6,f,group C,standard,none,74,73,67
419,15,female,private,diploma,1.2,66.6,yes,30-60 min,no,textbook,46.6,45.0,45.9,e,group D,standard,none,68,59,62
420,17,female,private,high school,2.3,76.3,yes,>60 min,no,online videos,47.9,62.9,58.8,d,group E,free/reduced,completed,57,56,54
421,19,male,public,high school,4.0,94.0,yes,30-60 min,yes,mixed,77.4,71.0,65.9,d,group C,free/reduced,completed,82,93,93
422,18,female,private,graduate,6.9,75.6,yes,>60 min,yes,online videos,89.0,76.0,80.4,c,group D,standard,completed,57,58,64
423,18,female,public,no formal,6.2,99.2,yes,15-30 min,yes,online videos,67.6,89.8,81.6,c,group D,free/reduced,completed,47,58,67
424,17,other,public,phd,1.7,68.5,yes,>60 min,no,group study,39.4,29.3,41.3,e,group A,standard,completed,59,85,80
425,16,other,private,high school,1.0,50.0,yes,>60 min,yes,textbook,34.4,49.2,34.5,f,group B,free/reduced,none,41,39,34
426,15,female,private,no formal,2.2,81.4,yes,>60 min,yes,online videos,50.8,46.0,54.8,e,group C,free/reduced,none,62,67,62
427,19,male,public,diploma,6.9,61.0,yes,<15 min,yes,notes,83.5,79.5,73.9,c,group C,standard,none,86,83,86
428,18,male,private,diploma,4.4,62.2,no,>60 min,no,textbook,66.3,42.9,58.1,d,group C,free/reduced,none,69,71,65
429,14,male,public,graduate,6.6,50.9,yes,30-60 min,no,online videos,86.2,67.1,79.1,c,group A,free/reduced,none,65,59,53
430,18,male,public,post graduate,3.3,76.6,yes,15-30 min,yes,group study,52.0,37.1,54.0,e,group C,free/reduced,none,68,63,54
431,14,other,public,graduate,4.9,62.4,no,>60 min,no,online videos,53.0,47.2,60.4,d,group C,free/reduced,none,64,66,59
432,18,male,public,graduate,5.0,99.7,yes,30-60 min,yes,group study,98.0,97.2,85.4,b,group C,standard,none,61,72,70
433,18,male,private,post graduate,5.2,91.8,yes,15-30 min,yes,notes,68.0,73.5,76.9,c,group C,standard,none,61,56,55
