student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,science_score,english_score,overall_score,final_grade,race/ethnicity,lunch,test preparation course,math score,reading score,writing score
683,19,female,public,post graduate,7.4,54.5,yes,>60 min,no,online videos,70.2,78.5,72.2,c,group B,standard,none,62,55,54
833,16,other,private,phd,5.0,54.4,yes,30-60 min,no,textbook,61.7,44.8,57.4,d,group A,standard,none,64,60,58
519,16,female,private,post graduate,2.2,59.7,yes,15-30 min,no,mixed,42.5,17.7,38.1,f,group D,standard,completed,66,78,78
448,19,female,private,diploma,7.4,85.1,yes,>60 min,yes,group study,100.0,97.5,91.5,b,group C,standard,completed,86,81,80
19,19,male,public,post graduate,4.5,73.8,yes,30-60 min,yes,online videos,69.9,58.3,59.2,d,group C,free/reduced,completed,46,42,46
716,18,male,public,post graduate,1.0,81.6,yes,>60 min,no,online videos,48.9,33.0,39.5,f,group B,free/reduced,completed,76,94,87
484,18,female,private,diploma,5.5,60.6,no,30-60 min,yes,coaching,58.9,54.9,66.2,d,group A,standard,none,59,52,46
569,17,male,public,phd,6.2,56.4,yes,<15 min,no,notes,79.5,74.9,78.1,c,group B,free/reduced,none,63,48,47
434,14,female,public,graduate,4.0,86.1,yes,<15 min,yes,notes,42.4,62.8,56.7,d,group A,free/reduced,none,47,59,50
368,15,other,private,no formal,6.1,80.7,yes,>60 min,yes,textbook,78.8,87.3,82.9,c,group C,free/reduced,none,61,66,61
84,18,female,private,post graduate,5.9,55.1,no,<15 min,no,group study,55.2,72.0,69.1,d,group E,standard,none,72,64,63
62,18,male,private,post graduate,7.1,66.8,yes,>60 min,no,online videos,63.1,83.9,85.8,b,group A,free/reduced,none,39,39,34
639,18,other,public,no formal,2.4,83.6,yes,15-30 min,no,coaching,45.8,52.1,59.2,d,group E,standard,none,86,76,74
273,14,other,private,graduate,2.7,97.8,yes,<15 min,no,online videos,45.4,56.2,58.8,d,group D,free/reduced,none,47,53,58
286,19,male,public,diploma,1.9,54.8,yes,30-60 min,no,mixed,34.5,42.5,36.4,f,group B,standard,completed,81,82,82
361,19,female,public,post graduate,2.6,99.0,yes,15-30 min,no,textbook,66.1,91.2,67.5,d,group B,standard,none,58,62,59
355,19,female,private,post graduate,4.1,96.1,no,15-30 min,yes,coaching,79.0,60.4,77.6,c,group C,standard,none,59,71,70
457,14,other,private,graduate,7.1,73.2,yes,30-60 min,no,textbook,92.0,67.4,76.9,c,group D,standard,none,79,89,89
279,14,female,public,high school,4.3,84.4,yes,30-60 min,no,textbook,61.8,71.5,70.7,c,group C,free/reduced,none,65,86,80
13,18,female,private,high school,6.8,58.2,yes,>60 min,no,mixed,80.5,56.2,73.6,c,group B,standard,none,65,81,73
183,16,female,public,high school,4.9,59.8,yes,>60 min,no,coaching,64.1,81.9,73.0,c,group E,standard,none,50,50,47
369,14,other,public,phd,7.2,50.2,yes,<15 min,yes,coaching,82.3,77.3,85.1,b,group A,free/reduced,none,44,64,58
882,19,male,public,no formal,7.0,90.1,yes,15-30 min,yes,mixed,78.2,100.0,88.2,b,group E,standard,completed,71,70,70
616,17,female,private,phd,1.5,52.6,yes,>60 min,no,notes,30.7,50.3,39.5,f,group C,standard,none,60,68,72
224,15,other,public,no formal,5.0,84.0,yes,>60 min,no,coaching,45.8,67.5,69.1,d,group D,standard,none,86,80,75
573,15,female,public,diploma,1.4,78.0,yes,<15 min,yes,mixed,53.2,44.0,52.0,e,group C,standard,none,53,62,56
971,15,other,private,no formal,6.3,70.8,no,30-60 min,yes,textbook,81.3,100.0,83.4,c,group D,standard,none,89,100,100
654,18,other,public,graduate,2.8,89.7,yes,>60 min,yes,group study,43.8,68.4,61.8,d,group A,standard,completed,65,70,74
546,14,male,public,high school,5.2,93.6,yes,30-60 min,no,textbook,79.9,97.3,88.2,b,group E,free/reduced,completed,78,83,80
583,14,male,private,phd,2.5,79.6,no,15-30 min,no,online videos,75.1,67.0,61.8,d,group D,free/reduced,none,63,73,78
634,16,female,private,high school,3.3,59.4,yes,30-60 min,yes,group study,50.9,43.6,52.0,e,group C,standard,none,75,88,85
177,18,other,public,no formal,6.7,90.8,yes,>60 min,no,group study,100.0,99.8,86.1,b,group B,free/reduced,completed,46,54,58
666,18,male,public,no formal,6.0,91.7,yes,>60 min,no,coaching,89.4,90.3,93.7,b,group C,free/reduced,completed,50,60,60
674,14,male,private,phd,0.8,85.2,yes,15-30 min,no,notes,40.5,49.5,33.5,f,group C,standard,completed,65,84,84
586,19,male,private,no formal,1.8,79.4,yes,15-30 min,yes,notes,53.2,55.3,42.7,e,group C,standard,none,65,76,76
874,14,male,public,diploma,3.3,84.5,yes,15-30 min,no,mixed,52.6,69.9,70.1,c,group E,free/reduced,none,90,90,82
394,17,male,private,graduate,7.6,79.9,yes,>60 min,no,coaching,91.6,100.0,94.3,b,group C,standard,completed,57,54,56
164,16,other,private,phd,4.0,92.0,yes,<15 min,yes,textbook,93.9,65.3,71.9,c,group C,standard,none,52,53,49
249,18,other,private,phd,3.4,53.0,yes,30-60 min,no,coaching,31.6,34.5,40.0,e,group B,standard,none,65,64,62
635,15,female,public,phd,3.8,91.9,no,<15 min,yes,group study,63.9,76.2,76.6,c,group D,standard,none,84,84,80
886,18,other,private,high school,4.8,87.0,yes,15-30 min,yes,mixed,63.6,67.6,69.1,d,group C,standard,completed,62,76,80
670,14,female,public,phd,4.9,54.1,yes,>60 min,yes,group study,73.2,51.8,62.7,d,group D,standard,completed,81,72,77
376,14,other,private,phd,2.8,69.8,yes,<15 min,no,notes,48.7,14.4,40.8,e,group E,free/reduced,none,46,43,41
413,15,male,public,graduate,0.9,56.2,yes,>60 min,yes,group study,37.3,24.3,38.3,f,group D,standard,none,71,66,60
75,18,female,private,no formal,4.2,50.2,no,30-60 min,yes,group study,63.2,46.5,51.5,e,group C,standard,none,49,49,41
114,16,male,private,graduate,4.9,89.6,yes,30-60 min,yes,group study,63.6,67.7,74.2,c,group D,standard,none,51,58,54
599,17,male,public,post graduate,5.5,93.9,yes,30-60 min,yes,group study,76.0,67.7,76.7,c,group D,standard,none,69,77,73
962,16,female,public,phd,1.8,83.1,yes,30-60 min,no,mixed,54.9,21.6,39.3,f,group D,free/reduced,none,48,54,53
391,18,male,private,graduate,2.1,71.5,no,15-30 min,yes,notes,63.8,50.8,43.5,e,group E,free/reduced,completed,73,67,59
105,18,other,private,no formal,7.1,63.1,yes,15-30 min,yes,notes,90.8,96.0,86.4,b,group C,standard,completed,98,86,90
115,17,female,public,diploma,4.2,64.8,yes,15-30 min,yes,mixed,64.0,52.8,61.3,d,group E,standard,completed,99,100,100
418,14,female,public,no formal,1.5,53.6,no,<15 min,yes,notes,46.6,31.7,37.6,f,group C,standard,none,74,73,67
526,15,male,public,post graduate,4.3,52.2,yes,30-60 min,no,online videos,60.0,68.4,62.4,d,group E,standard,none,68,60,59
458,17,female,public,high school,4.0,65.2,no,>60 min,yes,group study,60.5,67.8,61.8,d,group D,free/reduced,none,53,54,48
410,14,female,public,post graduate,1.8,85.5,yes,30-60 min,yes,textbook,34.4,31.9,41.0,e,group D,standard,completed,87,84,85
93,19,female,public,post graduate,1.4,91.5,yes,30-60 min,yes,group study,46.1,31.2,41.3,e,group C,standard,none,71,79,71
931,17,male,public,graduate,3.3,58.6,yes,30-60 min,no,group study,45.4,43.9,46.8,e,group C,free/reduced,completed,67,74,70
90,18,female,private,high school,4.5,79.5,yes,<15 min,no,group study,56.1,62.6,63.4,d,group D,standard,none,73,86,82
337,19,female,public,phd,6.9,64.3,yes,30-60 min,yes,online videos,77.4,69.6,77.6,c,group D,standard,completed,76,70,69
989,15,female,public,graduate,4.2,76.3,yes,30-60 min,no,textbook,72.1,80.7,72.5,c,group A,free/reduced,none,44,45,45
922,17,male,private,graduate,0.9,90.8,yes,<15 min,no,notes,30.0,39.2,33.9,f,group C,free/reduced,none,35,53,46
934,17,female,private,graduate,5.3,79.9,yes,<15 min,no,mixed,69.8,54.1,70.9,c,group C,free/reduced,completed,70,75,74
606,17,female,private,diploma,5.2,64.9,yes,15-30 min,no,notes,59.4,87.5,76.1,c,group C,standard,none,75,72,62
594,19,male,public,phd,1.2,70.6,yes,>60 min,yes,group study,43.0,51.7,40.1,e,group E,standard,none,74,76,73
612,16,other,private,diploma,6.1,76.1,yes,<15 min,no,mixed,79.6,84.3,79.4,c,group C,standard,none,58,59,66
95,19,male,private,no formal,4.0,93.9,yes,<15 min,no,group study,93.9,87.6,76.8,c,group B,standard,none,79,86,92
12,19,other,public,post graduate,4.0,96.2,yes,<15 min,yes,notes,54.7,58.0,65.0,d,group D,standard,none,40,52,43
397,14,male,public,high school,2.3,75.6,yes,>60 min,no,coaching,52.7,46.8,50.4,e,group B,free/reduced,none,50,67,63
534,15,other,public,post graduate,5.1,62.7,yes,<15 min,no,notes,72.3,77.2,71.1,c,group E,standard,completed,79,88,94
44,16,female,private,phd,2.3,91.1,yes,30-60 min,no,mixed,56.2,56.4,63.6,d,group B,free/reduced,completed,59,65,66
43,18,female,public,phd,1.1,53.3,yes,15-30 min,no,group study,36.4,29.0,23.7,f,group B,standard,none,53,58,65
330,17,male,private,no formal,6.4,93.1,yes,<15 min,yes,coaching,100.0,90.5,96.0,a,group B,standard,none,41,55,51
168,15,other,private,post graduate,0.8,52.4,yes,15-30 min,no,notes,50.3,27.8,32.4,f,group B,free/reduced,completed,58,76,78
498,16,male,private,diploma,6.3,83.6,yes,15-30 min,no,notes,95.9,86.1,85.3,b,group D,free/reduced,completed,59,78,76
877,17,male,public,phd,6.2,79.8,yes,>60 min,yes,mixed,92.4,94.6,81.6,c,group D,standard,none,81,82,84
598,18,female,public,high school,1.6,87.3,yes,<15 min,no,notes,61.6,46.8,43.6,e,group A,standard,none,53,54,48
757,18,male,public,diploma,1.6,91.8,yes,>60 min,yes,textbook,51.3,50.9,51.9,e,group D,standard,none,55,58,52
101,18,male,public,high school,5.1,55.1,yes,30-60 min,yes,textbook,73.0,74.8,66.8,d,group B,standard,none,79,67,67
427,19,male,public,diploma,6.9,61.0,yes,<15 min,yes,notes,83.5,79.5,73.9,c,group C,standard,none,86,83,86
179,19,male,public,high school,1.5,61.7,yes,30-60 min,no,textbook,28.0,36.3,36.9,f,group B,free/reduced,completed,52,70,62
445,17,male,private,high school,7.3,61.4,no,>60 min,yes,online videos,66.0,67.6,75.7,c,group A,free/reduced,none,79,82,73
417,19,female,private,graduate,4.6,69.0,yes,<15 min,no,notes,80.2,76.2,70.4,c,group C,standard,completed,71,74,68
871,16,male,public,post graduate,3.0,56.9,yes,<15 min,no,online videos,40.9,51.1,52.1,e,group B,standard,none,59,58,47
883,16,other,private,diploma,1.4,59.0,yes,15-30 min,no,textbook,28.5,25.8,34.5,f,group B,free/reduced,none,64,73,71
681,18,other,public,diploma,1.0,76.0,yes,30-60 min,yes,online videos,27.4,33.3,33.2,f,group D,standard,none,67,72,74
178,14,female,public,diploma,4.2,89.5,yes,15-30 min,yes,online videos,62.7,64.5,63.1,d,group C,standard,completed,71,77,77
396,19,other,public,no formal,1.2,77.3,yes,15-30 min,no,notes,48.5,34.6,42.4,e,group A,free/reduced,none,48,45,41
912,15,other,private,graduate,3.6,87.4,yes,>60 min,no,textbook,80.0,77.6,71.7,c,group A,standard,none,69,84,82
794,18,female,private,high school,0.6,93.6,yes,<15 min,yes,online videos,56.2,33.3,43.2,e,group E,standard,completed,89,84,77
961,14,other,public,high school,1.4,67.4,yes,30-60 min,yes,online videos,31.4,25.2,33.2,f,group A,standard,none,56,58,64
685,15,other,private,high school,3.1,80.0,yes,15-30 min,yes,coaching,60.2,58.4,64.9,d,group B,standard,completed,62,66,68
384,15,female,public,post graduate,6.3,67.5,yes,15-30 min,no,group study,91.4,91.5,82.9,c,group E,free/reduced,none,38,49,45
957,16,female,public,graduate,5.8,69.0,yes,30-60 min,yes,notes,63.4,78.8,74.9,c,group C,standard,none,84,87,81
752,14,male,public,post graduate,4.2,59.0,yes,<15 min,no,notes,50.6,43.5,50.1,e,group E,standard,none,68,72,65
258,14,male,public,diploma,1.2,87.5,yes,15-30 min,yes,mixed,46.3,21.7,34.9,f,group C,standard,completed,78,77,77
539,17,other,public,no formal,4.3,89.6,yes,30-60 min,yes,online videos,78.6,72.6,79.2,c,group E,standard,completed,85,66,71
336,18,female,private,post graduate,7.8,53.8,no,<15 min,yes,coaching,69.1,71.1,79.6,c,group B,free/reduced,none,61,68,66
16,18,other,private,post graduate,5.0,94.4,yes,15-30 min,yes,coaching,76.9,76.1,73.7,c,group C,standard,none,69,75,78
325,19,other,public,diploma,1.7,94.6,yes,<15 min,no,group study,65.2,62.3,55.8,d,group C,free/reduced,none,41,46,43
759,14,female,private,diploma,4.9,70.5,yes,15-30 min,no,textbook,62.7,59.3,61.6,d,group D,free/reduced,completed,52,59,65
223,18,male,private,high school,7.7,93.5,yes,<15 min,no,notes,98.9,100.0,99.1,a,group C,free/reduced,none,55,65,62
180,17,female,private,diploma,2.0,71.7,yes,>60 min,yes,textbook,24.3,40.3,43.7,e,group D,standard,completed,97,100,100
984,17,other,public,high school,1.1,99.9,no,<15 min,yes,notes,34.9,63.7,45.4,e,group A,standard,completed,78,87,91
23,15,other,public,high school,1.8,56.2,no,30-60 min,yes,online videos,35.2,19.9,33.5,f,group D,standard,none,44,54,53
357,14,male,public,high school,2.6,89.9,yes,>60 min,no,coaching,56.0,53.7,65.9,d,group A,standard,none,63,61,61
667,17,female,public,phd,2.1,90.1,yes,15-30 min,yes,online videos,52.3,55.4,59.3,d,group C,free/reduced,completed,63,73,71
862,19,male,private,no formal,4.2,73.3,yes,30-60 min,yes,group study,64.7,61.1,62.4,d,group E,free/reduced,none,81,86,87
341,17,female,public,diploma,7.3,89.1,yes,15-30 min,no,textbook,100.0,100.0,100.0,a,group C,free/reduced,none,58,61,52
432,18,male,public,graduate,5.0,99.7,yes,30-60 min,yes,group study,98.0,97.2,85.4,b,group C,standard,none,61,72,70
552,16,female,private,diploma,4.7,87.8,yes,>60 min,yes,online videos,71.5,68.7,73.7,c,group B,free/reduced,completed,87,90,88
834,14,other,public,phd,5.7,68.7,yes,>60 min,no,coaching,88.6,70.6,77.5,c,group B,standard,completed,77,82,89
204,18,other,public,graduate,1.7,60.3,yes,>60 min,yes,notes,40.5,37.8,42.2,e,group B,standard,none,57,69,68
631,18,female,private,high school,6.4,74.1,no,30-60 min,yes,online videos,59.4,88.1,83.2,c,group D,standard,none,67,64,70
94,16,female,public,high school,3.9,86.4,no,30-60 min,no,online videos,49.7,54.7,59.5,d,group C,free/reduced,completed,43,45,50
559,18,female,private,graduate,2.1,77.9,yes,<15 min,no,online videos,29.4,65.3,46.5,e,group B,free/reduced,none,53,70,70
69,14,male,private,high school,1.6,56.9,yes,15-30 min,yes,group study,34.8,35.3,40.8,e,group B,free/reduced,none,61,58,56
623,14,other,private,graduate,4.2,90.0,yes,>60 min,yes,notes,80.0,66.8,70.9,c,group C,free/reduced,completed,58,51,52
285,16,male,private,high school,0.7,96.2,yes,<15 min,yes,notes,60.1,47.1,46.8,e,group B,standard,none,37,46,46
845,14,other,private,no formal,7.7,70.1,yes,15-30 min,yes,coaching,100.0,100.0,95.7,a,group D,free/reduced,completed,40,65,64
435,16,male,public,no formal,2.3,67.7,yes,>60 min,no,coaching,50.8,58.3,52.6,e,group C,standard,none,73,66,66
154,15,other,private,diploma,6.1,82.2,yes,<15 min,yes,mixed,91.6,92.1,87.5,b,group D,standard,none,54,49,47
76,16,other,public,high school,7.3,91.6,yes,>60 min,yes,online videos,100.0,99.1,96.4,a,group B,free/reduced,none,44,41,38
731,18,other,public,graduate,4.2,50.3,yes,15-30 min,yes,online videos,62.5,54.4,58.4,d,group B,free/reduced,completed,68,77,80
447,15,female,private,no formal,2.0,70.8,yes,15-30 min,yes,group study,60.9,57.2,41.9,e,group D,free/reduced,none,69,66,60
189,15,male,private,graduate,5.6,74.9,yes,<15 min,no,notes,72.9,55.4,71.8,c,group B,free/reduced,none,48,52,45
272,14,male,private,high school,6.9,97.9,yes,<15 min,no,group study,100.0,100.0,100.0,a,group C,standard,none,58,49,42
237,17,male,private,graduate,7.8,86.8,no,30-60 min,no,notes,95.5,63.0,87.6,b,group D,free/reduced,none,63,66,67
488,17,other,private,post graduate,7.9,63.9,yes,30-60 min,yes,group study,74.8,84.4,79.3,c,group C,free/reduced,none,60,75,74
118,14,other,private,diploma,1.7,50.2,no,30-60 min,yes,coaching,12.8,40.9,32.1,f,group D,standard,none,78,82,79
944,16,male,public,diploma,1.9,93.2,yes,15-30 min,yes,group study,53.8,37.0,59.8,d,group A,free/reduced,completed,61,62,61
513,19,female,public,high school,7.2,78.0,yes,15-30 min,yes,mixed,77.8,72.7,79.2,c,group D,free/reduced,none,62,49,52
826,14,female,private,no formal,6.1,54.1,yes,<15 min,no,coaching,75.3,71.6,74.7,c,group C,standard,none,62,67,58
592,19,other,public,no formal,3.1,67.0,yes,<15 min,yes,group study,34.7,35.4,44.1,e,group A,standard,none,71,62,50
127,14,male,private,graduate,2.4,76.6,no,30-60 min,no,notes,64.6,67.1,52.7,e,group B,standard,none,72,68,67
117,14,female,private,phd,1.9,88.1,yes,15-30 min,no,mixed,61.8,63.6,54.8,e,group B,free/reduced,none,75,85,82
474,16,other,private,high school,2.1,71.3,yes,<15 min,yes,coaching,39.1,28.8,36.4,f,group D,standard,none,59,67,61
694,19,female,public,post graduate,1.6,52.9,no,15-30 min,yes,textbook,37.7,31.5,38.4,f,group D,standard,none,77,77,73
58,14,female,private,no formal,5.3,76.6,yes,15-30 min,no,online videos,81.5,67.3,76.9,c,group D,standard,none,52,55,49
864,18,female,private,post graduate,6.1,98.5,yes,<15 min,yes,online videos,84.7,88.8,83.4,c,group C,standard,completed,71,71,80
913,16,female,private,post graduate,5.9,81.5,yes,30-60 min,no,notes,65.1,74.7,87.6,b,group C,standard,completed,52,61,66
370,18,male,private,graduate,5.3,65.9,yes,30-60 min,yes,textbook,83.5,58.9,75.5,c,group D,standard,none,73,84,85
269,17,female,private,no formal,5.9,71.5,no,<15 min,no,textbook,94.8,53.4,69.4,d,group D,standard,completed,88,92,95
47,16,other,public,graduate,1.5,96.8,yes,>60 min,no,coaching,29.9,53.9,48.7,e,group A,standard,completed,55,65,62
350,14,female,public,high school,3.1,51.5,yes,>60 min,no,online videos,30.7,41.0,40.1,e,group E,standard,none,87,74,76
196,14,other,private,phd,7.5,86.5,yes,30-60 min,no,coaching,100.0,96.6,93.0,b,group D,standard,none,61,55,52
1000,17,other,public,post graduate,6.4,52.5,no,<15 min,no,group study,78.2,86.8,77.4,c,group D,free/reduced,none,77,86,86
835,19,female,private,high school,6.3,66.8,yes,<15 min,no,coaching,91.8,95.5,78.5,c,group B,standard,none,58,50,45
737,18,other,private,post graduate,3.7,54.9,yes,<15 min,no,coaching,57.2,29.8,49.6,e,group C,standard,none,92,79,84
264,19,other,public,post graduate,2.2,55.2,yes,>60 min,no,group study,38.5,49.4,36.2,f,group E,standard,none,99,93,90
444,16,other,private,post graduate,6.1,85.7,yes,>60 min,no,mixed,97.4,75.1,81.9,c,group B,standard,none,73,83,76
676,18,other,public,no formal,5.4,73.9,yes,>60 min,no,mixed,71.6,60.5,71.7,c,group B,standard,completed,50,64,66
305,17,female,public,high school,3.2,97.7,yes,>60 min,no,mixed,57.8,69.0,64.3,d,group C,standard,completed,74,75,83
342,15,other,public,high school,4.9,71.6,yes,<15 min,yes,online videos,65.2,70.4,62.9,d,group C,standard,none,61,73,63
967,17,female,private,phd,2.1,96.6,yes,>60 min,yes,online videos,60.6,75.5,62.5,d,group A,standard,completed,66,68,64
150,14,male,private,post graduate,4.6,58.0,yes,15-30 min,no,group study,73.1,57.3,61.2,d,group E,free/reduced,completed,100,100,93
125,19,male,private,high school,7.5,77.8,no,<15 min,no,mixed,100.0,76.9,87.1,b,group E,standard,none,83,80,73
787,14,other,private,graduate,2.0,63.1,yes,30-60 min,yes,mixed,61.2,37.3,46.4,e,group E,free/reduced,none,72,79,77
51,18,male,public,phd,4.8,70.3,yes,>60 min,yes,textbook,66.7,82.8,76.2,c,group E,standard,none,53,55,48
354,16,male,public,diploma,2.8,71.0,yes,>60 min,no,mixed,48.0,57.2,49.9,e,group C,standard,none,46,58,57
928,15,other,public,no formal,4.7,54.6,yes,30-60 min,no,mixed,60.6,70.6,67.6,d,group D,free/reduced,completed,65,61,71
143,15,male,private,phd,4.1,92.3,yes,30-60 min,yes,online videos,59.0,66.5,62.0,d,group E,free/reduced,completed,42,55,54
471,18,female,public,phd,1.9,71.8,yes,30-60 min,yes,mixed,42.4,28.9,34.3,f,group C,standard,completed,83,85,90
400,15,female,private,phd,4.9,73.2,yes,30-60 min,yes,notes,60.3,77.5,61.5,d,group D,standard,none,60,59,54
626,15,other,public,graduate,4.6,61.0,yes,>60 min,no,notes,70.4,60.9,70.6,c,group D,standard,completed,100,97,99
321,15,other,private,post graduate,4.3,75.9,yes,>60 min,yes,notes,62.1,87.3,69.2,d,group C,free/reduced,completed,67,79,84
20,16,female,public,post graduate,4.4,59.5,yes,<15 min,no,mixed,53.9,60.4,61.9,d,group C,free/reduced,none,54,58,61
810,19,other,private,diploma,4.7,85.9,yes,<15 min,yes,coaching,51.7,76.0,67.2,d,group B,standard,none,59,54,51
791,14,other,public,graduate,7.8,75.2,yes,<15 min,no,group study,83.7,91.0,88.9,b,group B,standard,none,48,62,60
809,16,female,public,no formal,7.7,98.7,yes,>60 min,yes,mixed,93.0,100.0,100.0,a,group C,standard,none,90,75,69
408,14,female,private,graduate,6.8,74.3,no,15-30 min,no,notes,71.8,89.9,81.6,c,group B,standard,none,82,80,77
538,14,other,public,diploma,1.2,52.9,yes,30-60 min,no,group study,28.1,38.4,36.6,f,group D,standard,none,51,66,62
621,16,other,public,high school,0.6,84.5,yes,15-30 min,no,notes,57.6,43.0,44.8,e,group C,free/reduced,none,35,61,54
39,15,female,private,phd,3.3,88.3,yes,15-30 min,yes,notes,67.4,61.7,66.5,d,group D,free/reduced,completed,75,90,88
176,16,other,private,graduate,2.7,79.5,yes,<15 min,no,notes,52.3,79.3,63.4,d,group C,standard,completed,81,91,87
246,14,male,public,no formal,1.7,91.3,yes,>60 min,yes,coaching,46.6,40.8,44.0,e,group C,standard,none,85,76,71
829,19,other,public,high school,0.6,90.3,no,>60 min,yes,mixed,34.9,30.0,48.6,e,group D,free/reduced,completed,69,86,81
668,19,other,private,diploma,1.2,68.1,no,30-60 min,no,group study,31.7,36.1,38.7,f,group B,free/reduced,none,77,85,87
755,17,male,private,graduate,0.7,85.5,yes,>60 min,no,notes,12.9,28.5,34.5,f,group C,free/reduced,none,58,55,53
859,18,male,public,phd,3.4,69.5,yes,<15 min,no,online videos,59.8,41.2,52.8,e,group B,standard,completed,52,49,46
155,16,female,private,diploma,1.4,85.7,yes,30-60 min,yes,mixed,37.1,55.7,46.8,e,group D,standard,none,62,67,61
288,17,other,public,phd,4.4,65.5,yes,30-60 min,yes,textbook,71.4,71.4,69.3,d,group B,standard,none,67,89,82
603,18,female,private,post graduate,6.7,58.2,yes,15-30 min,no,coaching,61.8,53.0,69.4,d,group E,standard,none,76,78,80
570,17,female,public,diploma,2.7,85.3,yes,<15 min,no,coaching,43.1,32.0,46.6,e,group D,free/reduced,none,68,68,67
744,15,male,public,graduate,1.5,96.3,yes,30-60 min,yes,textbook,38.1,50.1,49.3,e,group C,standard,completed,59,73,72
18,14,female,public,post graduate,0.9,93.2,yes,15-30 min,yes,online videos,50.5,54.1,49.8,e,group B,free/reduced,none,18,32,28
128,18,female,public,no formal,7.0,89.0,yes,>60 min,no,mixed,71.4,71.2,82.6,c,group D,standard,completed,65,77,74
323,17,male,private,diploma,1.0,73.9,yes,30-60 min,yes,coaching,33.8,38.1,35.1,f,group C,standard,none,71,81,80
256,14,other,public,diploma,7.6,56.0,yes,>60 min,no,group study,61.4,71.1,77.6,c,group E,standard,none,62,73,70
658,17,other,private,diploma,1.5,85.0,no,15-30 min,no,online videos,71.0,55.7,51.1,e,group D,standard,none,69,66,61
965,19,female,public,high school,6.6,82.8,yes,30-60 min,yes,textbook,98.5,93.2,95.3,a,group D,standard,none,72,57,58
191,18,other,public,graduate,6.1,93.0,yes,30-60 min,no,group study,92.3,80.2,86.6,b,group E,standard,none,66,65,69
116,17,male,private,phd,0.5,74.0,yes,<15 min,no,textbook,35.1,20.1,37.1,f,group C,standard,none,84,77,74
617,15,male,private,no formal,7.5,99.4,yes,30-60 min,no,online videos,100.0,100.0,100.0,a,group E,standard,none,37,45,38
607,15,other,private,phd,4.5,64.7,no,>60 min,no,textbook,59.9,83.7,69.4,d,group C,standard,none,85,84,82
181,19,male,public,high school,2.7,77.6,yes,30-60 min,yes,coaching,51.5,59.8,49.5,e,group C,free/reduced,completed,62,68,75
302,18,other,public,post graduate,5.9,58.3,yes,15-30 min,no,notes,54.9,73.2,67.6,d,group D,free/reduced,none,56,54,52
760,18,other,private,diploma,7.1,71.3,yes,15-30 min,no,notes,71.4,80.9,93.3,b,group B,standard,completed,69,77,77
713,18,male,private,phd,5.5,89.8,yes,>60 min,no,textbook,95.9,78.6,88.1,b,group D,standard,none,98,100,99
724,14,male,public,phd,6.0,60.8,yes,>60 min,no,group study,78.4,65.1,67.2,d,group C,standard,none,50,48,42
686,18,male,private,post graduate,2.4,69.7,yes,>60 min,no,online videos,44.2,43.3,46.1,e,group E,standard,completed,94,99,100
980,17,other,private,diploma,3.6,78.5,yes,30-60 min,no,coaching,71.7,53.0,59.2,d,group C,standard,none,91,95,94
518,14,female,public,graduate,5.9,65.2,yes,30-60 min,yes,online videos,72.8,74.2,63.9,d,group E,standard,completed,66,74,73
985,17,male,public,graduate,5.8,85.8,yes,<15 min,no,online videos,71.1,69.9,76.6,c,group C,standard,none,74,75,82
46,19,female,private,graduate,7.8,72.4,yes,30-60 min,no,mixed,94.5,88.0,83.5,c,group B,standard,none,65,54,57
910,14,other,public,graduate,3.2,98.5,yes,15-30 min,no,textbook,67.0,49.0,60.3,d,group E,standard,completed,70,64,70
158,17,male,private,no formal,1.0,85.3,no,15-30 min,no,mixed,41.5,27.9,38.4,f,group B,free/reduced,none,60,60,60
852,18,male,public,diploma,3.2,64.5,yes,15-30 min,no,mixed,60.3,52.4,55.6,d,group A,standard,none,61,68,63
172,14,female,private,graduate,7.3,70.9,yes,15-30 min,yes,group study,84.2,97.3,86.7,b,group E,standard,none,94,88,78
17,17,other,private,phd,2.3,67.3,yes,<15 min,yes,mixed,46.3,57.1,53.5,e,group C,standard,none,88,89,86
512,18,other,public,graduate,3.4,51.9,yes,<15 min,yes,coaching,64.6,37.9,44.8,e,group A,standard,none,64,50,43
49,18,male,private,post graduate,1.3,89.0,yes,15-30 min,yes,coaching,26.9,32.6,37.5,f,group D,free/reduced,completed,57,74,76
972,16,male,private,phd,5.5,95.9,yes,<15 min,no,notes,71.1,84.9,75.8,c,group C,standard,completed,78,72,69
941,18,female,private,high school,4.9,64.5,yes,30-60 min,no,textbook,72.8,67.4,66.3,d,group C,free/reduced,completed,72,66,72
516,14,male,public,phd,5.4,76.3,yes,30-60 min,yes,notes,82.6,69.0,72.1,c,group C,standard,completed,76,87,85
953,17,other,public,graduate,7.1,57.0,no,15-30 min,no,mixed,78.4,77.2,76.0,c,group E,free/reduced,none,74,74,72
481,15,female,private,post graduate,2.5,80.8,yes,30-60 min,yes,mixed,41.1,35.5,48.8,e,group B,standard,completed,73,71,68
284,16,other,private,diploma,0.9,76.0,yes,15-30 min,yes,mixed,29.6,44.1,28.0,f,group D,free/reduced,completed,70,78,78
719,15,male,private,graduate,1.3,63.0,yes,30-60 min,no,textbook,39.7,8.6,28.7,f,group C,standard,none,76,76,74
